votenumber,voteid,votedate,majorityreq,result,votedesc,S289,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S254,S376,S221,S357,S377,S331,S293,S153,S387,S388,S399,S359,S361,S344,S395,S236,S345,S393,S362,S389,S363,S311,S378,S057,S346,S405,S338,S369,S174,S400,S306,S322,S347,S288,S364,S229,S348,S379,S380,S349,S259,S323,S260,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S326,S390,S327,S366,S316,S318,S247,S391,S406
95,116-2-95,2020-05-19 14:30:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1600,3,0,1,0,1,0,1,0,1,1,3,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,3,1,0,1,
96,116-2-96,2020-05-19 16:38:00,1/2,Nomination Confirmed,On the Nomination PN1600,3,0,1,0,1,0,1,0,1,1,3,3,0,1,0,0,0,1,1,0,1,0,3,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,3,1,0,1,
97,116-2-97,2020-05-20 11:04:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1438,3,1,1,0,1,0,1,0,1,1,3,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1.0,0,0,1,3,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3,1,0,1,
98,116-2-98,2020-05-20 12:46:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1346,3,1,1,1,1,0,1,0,1,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1.0,0,0,1,3,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,3,3,1,0,1,
99,116-2-99,2020-05-20 15:00:00,1/2,Nomination Confirmed,On the Nomination PN1438,3,1,1,0,1,0,1,0,1,1,0,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1.0,0,0,1,3,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,3,1,0,1,
100,116-2-100,2020-05-20 16:40:00,1/2,Nomination Confirmed,On the Nomination PN1346,3,1,1,1,1,0,1,0,1,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1.0,0,0,1,3,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,3,1,0,1,
101,116-2-101,2020-05-21 12:01:00,1/2,Nomination Confirmed,On the Nomination PN1615,3,0,1,0,1,0,1,0,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,3,0,3,1,1,0,1,0,1,1,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
102,116-2-102,2020-05-21 13:30:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1430,3,0,1,0,1,0,1,0,1,1,0,3,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,3,1,1.0,0,0,1,3,1,3,1,1,1,1,1,1,1,1,0,3,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,
103,116-2-103,2020-06-01 17:32:00,1/2,Nomination Confirmed,On the Nomination PN1430,1,0,1,0,3,0,1,0,1,1,0,3,0,1,3,1,0,1,1,0,1,0,1,3,1,1,3,1,1,1,1,1,1,1,0,1,1,0,1,1,3,0,3,1,1,1,1,0,1,1,0,1,3,1,1,1,3,1,1.0,0,3,3,3,3,3,1,1,1,1,1,1,3,1,0,3,1,3,3,3,0,1,1,1,1,1,0,3,1,3,1,1,1,3,0,0,0,3,1,0,1,
104,116-2-104,2020-06-02 11:46:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1604,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,3,1,3,1,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1.0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,3,0,1,1,1,1,1,0,3,1,3,1,1,1,0,0,1,0,3,1,0,1,
105,116-2-105,2020-06-02 14:15:00,1/2,Nomination Confirmed,On the Nomination PN1604,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,3,1,3,1,1,1,1,1,1,1,0,1,0,1,1,1,3,1,1.0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,3,1,3,0,1,1,1,1,1,0,3,1,3,1,1,1,0,0,1,0,3,1,0,1,
106,116-2-106,2020-06-02 15:07:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1715,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,3,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,3,1,1,1,1,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,3,1,3,1,3,0,1,1,0,1,0,0,3,1,3,1,1,1,0,0,0,0,3,1,0,1,
107,116-2-107,2020-06-02 16:16:00,1/2,Nomination Confirmed,On the Nomination PN1715,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,3,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,3,1,1,1,1,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,3,1,3,1,3,0,1,1,0,1,0,0,3,1,3,1,1,1,0,0,0,0,3,1,0,1,
108,116-2-108,2020-06-03 12:10:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1685,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,3,1,1,1,1,1,1,1,0,1,0,1,1,1,3,1,1.0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,3,1,3,1,3,0,1,1,1,1,1,3,1,1,3,1,1,1,0,0,1,0,1,1,0,1,
109,116-2-109,2020-06-03 14:21:00,1/2,Nomination Confirmed,On the Nomination PN1685,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1.0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,3,1,3,0,1,1,1,1,1,3,1,1,3,1,1,1,0,0,1,0,1,1,0,1,
110,116-2-110,2020-06-03 15:02:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1440,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,3,0,1,1,0,1,0,3,0,1,3,1,1,1,0,0,0,0,0,1,0,1,
111,116-2-111,2020-06-03 16:41:00,1/2,Nomination Confirmed,On the Nomination PN1440,1,0,1,0,1,0,1,0,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,3,1,0,1,1,0,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,3,0,1,1,0,1,0,3,0,1,3,1,1,1,0,0,0,0,0,1,0,1,
112,116-2-112,2020-06-04 11:48:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1590,1,0,1,0,1,0,1,0,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,3,1,0,1,1,1,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,3,0,1,1,0,1,3,3,0,1,3,1,1,1,0,0,0,0,0,1,0,1,
113,116-2-113,2020-06-04 13:31:00,1/2,Nomination Confirmed,On the Nomination PN1590,1,0,1,0,1,0,1,0,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,3,1,0,1,1,1,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,3,0,1,1,0,1,3,3,0,1,3,1,1,1,0,0,0,3,0,1,0,1,
114,116-2-114,2020-06-08 17:34:00,3/5,Cloture on the Motion to Proceed Agreed to,On Cloture on the Motion to Proceed H.R. 1957,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,3,0,1,0,1,1,3,1,1.0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,
115,116-2-115,2020-06-09 14:18:00,1/2,Nomination Confirmed,On the Nomination PN1619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
116,116-2-116,2020-06-10 12:16:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed H.R. 1957,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,1,1,0,1,1,0,1,0,1,1,3,1,1.0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
117,116-2-117,2020-06-12 01:01:00,3/5,Cloture Motion Agreed to,On the Cloture Motion S.Amdt. 1617 to H.R. 1957 (Great American Outdoors Act),1,1,0,1,3,1,1,1,1,3,1,3,1,1,1,1,1,0,1,1,3,1,1,1,0,0,1,1,3,0,0,1,1,1,1,1,0,1,1,0,1,1,1,3,3,0,3,1,0,1,1,0,1,0,1,1,3,1,3.0,3,1,3,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,3,1,1,1,1,1,3,3,1,1,0,1,1,1,0,1,1,1,1,3,1,1,1,
118,116-2-118,2020-06-15 17:30:00,3/5,Motion Agreed to,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 1617),1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,3,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,3,1,1.0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,
119,116-2-119,2020-06-15 18:15:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 1617 to H.R. 1957 (Taxpayer First Act of 2019),1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,3,1,1.0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,3,1,1,1,0,1,1,1,0,1,1,1,3,1,1,1,1,
120,116-2-120,2020-06-15 18:48:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 1957,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,3,1,1.0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,3,1,1,1,1,
121,116-2-121,2020-06-17 11:45:00,1/2,Bill Passed,On Passage of the Bill H.R. 1957,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,3,1,1.0,1,1,0,1,1,3,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
122,116-2-122,2020-06-17 12:22:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1748,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,1,0,3,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
123,116-2-123,2020-06-18 13:39:00,1/2,Nomination Confirmed,On the Nomination PN1748,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,3,3,1,1.0,0,0,1,1,0,3,1,1,0,1,0,1,1,1,3,1,1,3,1,0,0,1,1,0,1,3,0,0,3,0,1,1,1,0,0,0,0,0,1,0,1,
124,116-2-124,2020-06-22 17:30:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1749,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,3,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1.0,0,3,1,3,0,3,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,3,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
125,116-2-125,2020-06-24 11:30:00,1/2,Nomination Confirmed,On the Nomination PN1749,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
126,116-2-126,2020-06-24 12:17:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed S. 3985,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
127,116-2-127,2020-06-25 13:27:00,3/5,Cloture on the Motion to Proceed Agreed to,On Cloture on the Motion to Proceed S. 4049,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1,0,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,
128,116-2-128,2020-06-29 17:31:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed S. 4049,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,0,1,
129,116-2-129,2020-07-01 17:37:00,1/2,Motion to Table Agreed to,On the Motion to Table S.Amdt. 2011 to S. 4049 (National Defense Authorization Act for Fiscal Year 2021),1,0,1,0,1,1,3,0,1,0,0,3,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,3,1,1,1,1,0,1,1,0,1,1,0,0,1,3,1,1,1,0,1,1,0,1,0,0,1,1,3,1,1.0,1,0,1,3,1,3,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,
130,116-2-130,2020-07-02 13:33:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1726,1,0,1,0,1,0,1,0,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,3,1,0,1,1,0,1,1,0,0,1,0,0,1,3,1,1,0,0,1,0,0,1,0,1,1,0,3,1,3.0,0,0,1,3,0,3,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,3,1,3,0,0,0,0,1,0,1,
131,116-2-131,2020-07-20 17:31:00,1/2,Nomination Confirmed,On the Nomination PN1726,1,0,1,0,1,0,1,0,1,3,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1.0,0,0,1,1,0,3,1,1,0,1,0,1,1,1,0,1,1,0,1,3,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
132,116-2-132,2020-07-21 11:44:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 2252 to S.Amdt. 2301 to S. 4049 (National Defense Authorization Act for Fiscal Year 2021),0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0.0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,
133,116-2-133,2020-07-21 12:25:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 2411 to S.Amdt. 2301 to S. 4049 (National Defense Authorization Act for Fiscal Year 2021),1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,
134,116-2-134,2020-07-21 16:06:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 2244 to S.Amdt. 2301 to S. 4049 (National Defense Authorization Act for Fiscal Year 2021),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
135,116-2-135,2020-07-22 12:14:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1788 to S.Amdt. 2301 to S. 4049 (National Defense Authorization Act for Fiscal Year 2021),0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,
136,116-2-136,2020-07-22 12:53:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 1972 to S.Amdt. 2301 to S. 4049 (National Defense Authorization Act for Fiscal Year 2021),1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
137,116-2-137,2020-07-22 13:21:00,3/5,Cloture Motion Agreed to,On the Cloture Motion S.Amdt. 2301 to S. 4049 (National Defense Authorization Act for Fiscal Year 2021),1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,
138,116-2-138,2020-07-23 10:02:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 2301 to S. 4049 (National Defense Authorization Act for Fiscal Year 2021),1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1.0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,
139,116-2-139,2020-07-23 10:47:00,3/5,Cloture Motion Agreed to,On the Cloture Motion S. 4049,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,
140,116-2-140,2020-07-23 13:59:00,1/2,Bill Passed,On Passage of the Bill S. 4049,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1.0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,
141,116-2-141,2020-07-23 14:39:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1345,1,1,1,0,1,0,1,0,1,1,0,3,0,1,0,1,1,3,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,3,1,1,0,1,3,1,1,1,0,1,3.0,0,0,1,1,1,0,0,1,0,1,0,1,1,3,0,1,1,3,1,0,0,1,1,1,1,3,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,
