votenumber,voteid,votedate,majorityreq,result,votedesc,S289,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S254,S376,S221,S357,S377,S331,S293,S153,S387,S388,S399,S359,S361,S344,S395,S236,S345,S393,S362,S389,S363,S311,S378,S057,S346,S405,S338,S369,S174,S400,S306,S322,S347,S288,S364,S229,S348,S379,S380,S349,S259,S323,S260,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S326,S390,S327,S366,S316,S318,S247,S391,S406
142,116-2-142,2020-07-27 17:44:00,1/2,Nomination Confirmed,On the Nomination PN1345,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1.0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,3,0,0,1,1,1,1,1,0,0,1,1,1,3,1,0,0,1,0,0,1,0,1,
143,116-2-143,2020-07-28 11:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1347,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,3,1,1,1,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
144,116-2-144,2020-07-28 12:17:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1605,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,3,1,1,1,3,1,1.0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
145,116-2-145,2020-07-28 14:25:00,1/2,Nomination Confirmed,On the Nomination PN1347,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,3,1,1,1,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
146,116-2-146,2020-07-28 15:05:00,1/2,Nomination Confirmed,On the Nomination PN1605,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,3,1,1,1,3,1,1.0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
147,116-2-147,2020-07-29 11:43:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1937,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,
148,116-2-148,2020-07-29 14:49:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1690,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,3,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
149,116-2-149,2020-07-29 15:28:00,1/2,Nomination Confirmed,On the Nomination PN1690,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,3,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
150,116-2-150,2020-07-29 16:45:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1692,1,1,0,1,0,1,1,1,0,0,1,3,1,0,1,1,1,0,1,1,1,1,0,0,0,3,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0.0,1,1,3,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,
151,116-2-151,2020-07-29 17:21:00,1/2,Nomination Confirmed,On the Nomination PN1692,1,1,0,1,0,1,3,1,0,0,1,3,1,0,1,1,1,0,1,1,1,1,0,0,0,3,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,3,1,0,0.0,1,1,3,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,
152,116-2-152,2020-07-30 13:32:00,1/2,Nomination Confirmed,On the Nomination PN1937,1,0,1,0,1,0,1,3,1,1,0,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,0,0,3,1,1,0,1,3,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,3,1,1,1,0,0,1,0,3,1,0,1,
153,116-2-153,2020-07-30 14:33:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed S. 178,1,0,1,0,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,3,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,3,1,1.0,3,0,3,1,0,0,0,3,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,3,3,0,0,1,3,1,1,1,0,0,0,0,3,1,0,1,
154,116-2-154,2020-08-03 17:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1683,1,1,1,1,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,3,0,1,3,1,1,1,1,1,1,0,1,3,1,1,1,0,1,1.0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,0,1,1,0,1,
155,116-2-155,2020-08-04 11:42:00,1/2,Nomination Confirmed,On the Nomination PN1683,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,3,1,1,1,0,1,1.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,1,1,0,1,
156,116-2-156,2020-08-06 11:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1599,3,0,1,0,3,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,3,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,
157,116-2-157,2020-08-06 13:31:00,1/2,Nomination Confirmed,On the Nomination PN1599,3,0,1,0,3,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,3,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,
158,116-2-158,2020-09-08 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,0,3,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1.0,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,3,1,1,1,3,1,1,0,1,0,1,1,0,1,
159,116-2-159,2020-09-09 11:20:00,1/2,Nomination Confirmed,On the Nomination PN1662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,0,1,
160,116-2-160,2020-09-09 12:01:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1511,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,3,1,1,1,1,1,1,0,1,0,1,1,0,1,
161,116-2-161,2020-09-09 12:40:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1713,3,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,0,1,1,0,1,
162,116-2-162,2020-09-09 14:16:00,1/2,Nomination Confirmed,On the Nomination PN1511,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,3,1,1,1,1,1,1,0,1,0,1,1,0,1,
163,116-2-163,2020-09-09 15:04:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1431,1,3,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,3,1,1,1,1,1,0,0,1,0,1,1,0,1,
164,116-2-164,2020-09-09 15:44:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,
165,116-2-165,2020-09-10 11:27:00,1/2,Nomination Confirmed,On the Nomination PN1713,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,1,0,1,
166,116-2-166,2020-09-10 12:03:00,1/2,Nomination Confirmed,On the Nomination PN1431,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,1,1,0,1,
167,116-2-167,2020-09-10 12:27:00,1/2,Nomination Confirmed,On the Nomination PN775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
168,116-2-168,2020-09-10 12:56:00,3/5,Cloture Motion Rejected,On the Cloture Motion S. 178,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1.0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
169,116-2-169,2020-09-14 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1383,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,3,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,3,1,0,1,1,1,1,1,0,1,1.0,1,0,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1,0,1,0,1,1,0,1,
170,116-2-170,2020-09-15 10:36:00,1/2,Nomination Confirmed,On the Nomination PN1383,1,1,1,1,1,0,1,0,1,1,1,1,0,3,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1.0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,
171,116-2-171,2020-09-15 11:12:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1381,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,
172,116-2-172,2020-09-15 14:16:00,1/2,Nomination Confirmed,On the Nomination PN1381,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,
173,116-2-173,2020-09-15 14:52:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1531,1,1,1,1,1,0,1,0,1,1,1,1,0,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1.0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,
174,116-2-174,2020-09-15 15:23:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1538,1,1,1,1,1,0,1,0,1,1,1,1,0,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1.0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,
175,116-2-175,2020-09-15 17:14:00,1/2,Nomination Confirmed,On the Nomination PN1531,1,1,1,1,1,0,1,0,1,1,1,1,0,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1.0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,
176,116-2-176,2020-09-16 11:30:00,1/2,Nomination Confirmed,On the Nomination PN1538,1,1,1,1,1,0,1,0,1,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1.0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,
177,116-2-177,2020-09-16 12:17:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1507,1,0,1,0,1,0,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1,
178,116-2-178,2020-09-16 12:48:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1439,1,0,1,0,1,0,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,
179,116-2-179,2020-09-16 15:32:00,1/2,Nomination Confirmed,On the Nomination PN1507,1,0,1,0,1,0,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1,
180,116-2-180,2020-09-16 16:10:00,1/2,Nomination Confirmed,On the Nomination PN1439,1,0,1,0,1,0,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1,
181,116-2-181,2020-09-16 16:41:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1508,1,1,1,1,1,0,1,0,1,1,0,3,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,
182,116-2-182,2020-09-17 11:43:00,1/2,Nomination Confirmed,On the Nomination PN1510,1,1,0,1,0,1,1,1,0,0,1,3,1,3,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,3,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1.0,1,1,3,1,1,1,0,0,1,1,1,1,1,1,1,0,0,3,0,1,1,0,0,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,
183,116-2-183,2020-09-17 13:27:00,1/2,Nomination Confirmed,On the Nomination PN1508,1,1,1,1,1,0,1,0,1,1,1,3,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1.0,0,0,3,1,1,0,1,3,1,1,1,1,1,1,1,1,1,3,1,0,0,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,
184,116-2-184,2020-09-21 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1348,1,0,1,0,1,0,1,0,1,1,0,1,0,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,3,1,3,1,1,0,0,1,1,1,3,1,0,1,1,0,1,1,1,1,1,0,1,1.0,0,0,3,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,3,0,3,3,1,1,3,1,1,0,1,0,0,1,0,1,
185,116-2-185,2020-09-22 11:30:00,1/2,Nomination Confirmed,On the Nomination PN1348,1,0,1,0,1,0,1,0,1,1,0,1,0,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,1,3,1,0,1,1,0,1,1,1,1,1,0,1,1.0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3,1,0,0,1,1,1,1,1,0,3,3,1,1,3,1,0,0,1,0,0,1,0,1,
186,116-2-186,2020-09-22 12:12:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1691,1,0,1,0,1,0,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,1,1,0,0,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,3,3,0,1,3,1,0,0,0,0,0,1,0,1,
187,116-2-187,2020-09-22 14:16:00,1/2,Nomination Confirmed,On the Nomination PN1691,1,0,1,0,1,0,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,1,1,0,0,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,3,3,0,1,3,1,0,0,0,0,0,1,0,1,
188,116-2-188,2020-09-22 14:56:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1694,1,0,1,0,1,0,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,0,1,0,0,1,0,1,1,1,0,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,3,3,0,1,3,1,0,0,0,0,0,1,0,1,
189,116-2-189,2020-09-22 17:25:00,1/2,Nomination Confirmed,On the Nomination PN1694,1,0,1,0,1,0,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,3,1,0,1,0,0,1,0,1,1,1,0,1,1.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,3,3,0,1,3,1,0,0,0,0,0,1,0,1,
190,116-2-190,2020-09-23 11:45:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1314,1,1,0,1,0,0,1,1,0,0,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,3,1,0,0,0,0,1,1,3,1,1,0,1,1,0,1,0,1,1,1,1,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,
191,116-2-191,2020-09-23 16:08:00,1/2,Nomination Confirmed,On the Nomination PN1314,1,1,0,1,0,0,1,1,0,0,1,1,1,3,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,3,1,0,0,1,0,1,1,3,1,1,0,1,1,0,1,0,1,1,1,1,1.0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,
